Chart Name,Subtitle,Date,LinkedIn Link,Image Filename,Image Path,Author,Description,Script Link,Chart ID,Status,Series,Notes
"Se desploma el empleo adecuado en marzo 2026, impactando a los más jóvenes","Variación interanual del nivel de empleo adecuado por grupo de edad, marzo de 2025 a marzo de 2026",2026-04-28,https://www.linkedin.com/posts/elquantificador_ecuador-trabajo-economaeda-activity-7454948651027836928-58V3?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEdyHpgBsFTRSCYH4gXRCh9cyLd2dzqZFcQ,13_empleo-adecuado_edad_yoy_mar-2026.png,outputs/figures/13_empleo-adecuado_edad_yoy_mar-2026.png,Daniel Sánchez Pazmiño,Las cifras de marzo de 2026 muestran una contracción marcada del empleo adecuado en Ecuador frente al mismo mes del año anterior. El deterioro no fue homogéneo: afectó con especial intensidad a personas jóvenes y a trabajadores de mayor edad.,https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_empleo_adecuado_edad_nivel_yoy_mensual_raw.R,13,published,,
La prevalencia de anemia es alta incluso en los hogares más ricos del Ecuador,"Prevalencia de anemia en niños y niñas de 6 a 23 meses, por quintil de ingreso, ENDI Ronda 2 2023-2024",2026-05-06,https://www.linkedin.com/posts/elquantificador_ecuador-primerainfancia-anemiainfantil-activity-7457811653661724672-YGDh?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEdyHpgBsFTRSCYH4gXRCh9cyLd2dzqZFcQ,14_anemia-infantil_quintil-ecuador.png,outputs/figures/14_anemia-infantil_quintil-ecuador.png,Daniel Sánchez Pazmiño,"La anemia infantil no se limita a los hogares más pobres. Aunque su prevalencia es más alta en los quintiles de menores ingresos, sigue siendo preocupantemente elevada incluso entre los hogares con más recursos.

El problema requiere una lectura más amplia que la sola pobreza monetaria, incorporando alimentación, cuidados, entorno sanitario y acceso efectivo a salud.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_endi_anemia_quintil.R,14,published,,
"La infancia ecuatoriana crece bajo el cuidado, cariño y dedicación de sus madres","Proporción de niños y niñas menores de 5 años, por cuidador principal, ENDI Ronda 2 2023-2024",2026-05-10,https://www.linkedin.com/posts/elquantificador_el-cuidado-diario-de-la-infancia-ecuatoriana-activity-7459240898141437952-NF0L?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEdyHpgBsFTRSCYH4gXRCh9cyLd2dzqZFcQ,15_cuidador-principal_infancia-ecuador.png,outputs/figures/15_cuidador-principal_infancia-ecuador.png,Daniel Sánchez Pazmiño,"La organización cotidiana del cuidado infantil en Ecuador sigue descansando sobre las madres. Según la ENDI 2023-2024, ellas son con mucha diferencia la principal figura de cuidado entre semana para niños y niñas menores de cinco años.

Esa distribución refleja la carga de cuidados que continúa recayendo de forma desproporcionada sobre las mujeres.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_endi_cuidador_principal.R,15,published,,
Solo el 14% de hogares ecuatorianos ganan $1500 o más (el 60% gana $513 o menos),"Distribución del ingreso mensual de los hogares, ENEMDU 2026",2026-05-12,https://www.linkedin.com/posts/elquantificador_inec-ecuador-salarios-activity-7460023786357252096-TDYE?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEdyHpgBsFTRSCYH4gXRCh9cyLd2dzqZFcQ,16_ingreso-hogar_distribucion-ecuador.png,outputs/figures/16_ingreso-hogar_distribucion-ecuador.png,El Quantificador,"El debate público suele recurrir a cifras de ingreso sin mirar su ubicación dentro de la distribución real: apenas alrededor del 14% de los hogares ecuatorianos supera los USD 1,500 mensuales.

Al mismo tiempo, la mediana y los percentiles inferiores recuerdan que buena parte del país vive con ingresos bastante más bajos, un dato clave para contextualizar cualquier discusión sobre costo de vida.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_ingreso_hogar_distribution.R,16,published,,
Los sectores mejor pagados del Ecuador apenas concentran 7% del empleo formal,"Top 5 industrias por salario mensual promedio, feb. 2026",2026-05-22,https://www.linkedin.com/posts/elquantificador_en-ecuador-los-sectores-que-mejor-pagan-activity-7463616291627651072-UMr-?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEdyHpgBsFTRSCYH4gXRCh9cyLd2dzqZFcQ,17_salario-industrias_formal-ecuador.png,outputs/figures/17_salario-industrias_formal-ecuador.png,Dayanna Córdova Buitrón,"Los sectores con mejores salarios no son los que más puestos de trabajo generan. A febrero de 2026, las cinco actividades mejor remuneradas concentraban apenas una pequeña fracción del empleo formal nacional.

Esa tensión entre calidad salarial y capacidad de absorción laboral es central para entender la estructura del mercado de trabajo ecuatoriano.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_reess_salario_industrias.R,17,published,,
El mayor crecimiento de personal de salud fue después de la reforma de salud de 2011,"Evolución del personal del MSP en Ecuador, 2006-2021",2026-05-28,https://www.linkedin.com/feed/update/urn:li:activity:7466179098231619584,18_personal-salud-publica-ecuador.png,outputs/figures/18_personal-salud-publica-ecuador.png,Odalis Clemente Pincay y Alonso Quijano-Ruiz,"La serie del Registro de Actividades y Recursos de Salud (RAS) sugiere que la expansión más fuerte del personal del Ministerio de Salud Pública ocurrió después de la reforma de salud de 2011, no inmediatamente después de la Constitución de 2008. El salto es especialmente visible entre médicos y enfermeros, cuyas trayectorias se aceleran con fuerza a partir de la primera mitad de la década de 2010.

Ese crecimiento no fue uniforme entre ocupaciones: mientras médicos y enfermeros aumentan de manera marcada entre 2006 y 2021, obstetrices y TAPS muestran escalas mucho menores, lo que ayuda a dimensionar dónde se concentró el refuerzo del sistema público de salud.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_ras_personal_salud.R,18,published,,
¿Con qué juegan los niños y niñas en Ecuador?,"Porcentaje de niños menores a 5 años, por tipo de juguete, ENDI R2",2026-06-01,https://www.linkedin.com/posts/en-este-d%C3%ADa-del-ni%C3%B1o-desde-el-quantificador-share-7467305375982145536-W-Mi/?utm_source=share&utm_medium=member_desktop&rcm=ACoAADKOKmABJqp1SyO8Z3JuVg8xD5xqFvSEKv0,19_juguetes-infancia-ecuador.png,outputs/figures/19_juguetes-infancia-ecuador.png,Alonso Quijano-Ruiz y Daniel Sánchez Pazmiño,"El 97,2% de los niños y niñas menores de cinco años en Ecuador juega con juguetes comprados en un almacén o mercado. Más allá de ese dato, la ENDI 2023-2024 permite ver cómo se distribuyen los distintos tipos de juguete que forman parte de su día a día.

Los juguetes artesanales —muñecas de trapo, carritos caseros— y los objetos cotidianos como ollas, palos o piedras siguen siendo parte del juego infantil, junto con juguetes de construcción, de roles y artículos electrónicos. Las categorías no son excluyentes: un mismo niño o niña puede jugar con varios tipos a la vez.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_endi_juguetes.R,19,published,,
¿En qué gasta el hogar ecuatoriano?,"Descomposición del ingreso monetario mensual del hogar promedio, ENIGHUR",2026-06-07,https://www.linkedin.com/feed/update/urn:li:activity:7469096436090068992,20_descomposicion-ingreso-hogar-ecuador.png,outputs/figures/20_descomposicion-ingreso-hogar-ecuador.png,El Quantificador,"Los nuevos datos de la ENIGHUR 2024-2025 permiten observar con más detalle cómo se compone el presupuesto del hogar ecuatoriano promedio. A partir de esta encuesta se puede ver no solo cuánto ingresan los hogares, sino también en qué se distribuyen esos recursos cada mes.

El hogar promedio recibe $889 mensuales de ingreso monetario y destina cerca del 77% de ese total a distintos tipos de gasto. Los alimentos y bebidas concentran la mayor parte, seguidos por transporte, vivienda y servicios básicos.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enighur_ingreso_gasto.R,20,published,enighur-gasto,
Los trabajadores informales ganan menos de la mitad que los trabajadores formales,"Ingresos laborales mensuales, por sector de ocupación, marzo 2026",2026-06-09,https://www.linkedin.com/posts/en-ecuador-la-brecha-de-ingresos-entre-trabajadores-share-7471222814444777473-kqaE/?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEoPdE8BQw9Ky-A64i24fQ7c136mPye_U24,21_ingreso-laboral_sector-formal-informal-ecuador.png,outputs/figures/21_ingreso-laboral_sector-formal-informal-ecuador.png,Eddie Bryan Tomalá Figueroa,"En Ecuador, la brecha de ingresos entre trabajadores formales e informales sigue siendo amplia.

Según la ENEMDU de marzo de 2026, había 3,6 millones de trabajadores informales y 2,5 millones de trabajadores formales con ingreso laboral positivo. La mediana del ingreso laboral mensual fue de USD 200 entre los informales, frente a USD 500 entre los formales.

La diferencia también se observa en la parte alta de la distribución. Nueve de cada diez trabajadores informales ganan USD 480 o menos, un monto ligeramente inferior al Salario Básico Unificado de 2026, fijado en USD 482. Entre los trabajadores formales, nueve de cada diez ganan USD 700 o menos.

De acuerdo con la Organización Internacional del Trabajo (OIT), la informalidad suele estar asociada con déficits de trabajo decente, reflejados en menores ingresos, menor acceso a la seguridad social y mayor vulnerabilidad económica.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_enemdu_ingreso_sector_laboral.R,21,published,,
"Más de 640 mil ecuatorianos apoyan a la Tricolor desde Norteamérica, en las buenas y en las malas","Cuántas personas nacidas en Ecuador viven en Canadá, Estados Unidos y México, según los datos más recientes disponibles",2026-06-15,https://www.linkedin.com/posts/ante-el-partido-de-ecuador-contra-costa-de-share-7472162966872686592-xkAh/?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEoPdE8BQw9Ky-A64i24fQ7c136mPye_U24,22_mapa-valores_norteamerica.png,outputs/figures/22_mapa-valores_norteamerica.png,Daniel Sánchez,"En la previa del partido entre Ecuador y Costa de Marfil por la fase de grupos del Mundial 2026, miles de ecuatorianos se reunieron en Filadelfia, Estados Unidos, para acompañar a la Tricolor.

Esa escena también refleja el tamaño de la diáspora ecuatoriana en Norteamérica. Según los datos más recientes disponibles, alrededor de 622 mil personas nacidas en Ecuador viven en Estados Unidos, más de 16 mil en Canadá y cerca de 4.600 en México.

En conjunto, eso significa que más de 640 mil ecuatorianos apoyan a la selección desde Canadá, Estados Unidos y México. El gráfico compara esos estimados por país y toma en cuenta únicamente a personas nacidas en territorio ecuatoriano.

Fuentes: Statistics Canada (2021), U.S. Census Bureau (2024) e INEGI (2020).",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_norteamerica_mapa_placeholder.R,22,published,,
Como Ecuador conquistó las cinco grandes ligas de fútbol de Europa,"Minutos jugados en las cinco grandes ligas de fútbol de Europa, por jugador ecuatoriano, 2021/22 a 2025/26",2026-06-17,https://www.linkedin.com/posts/una-sola-temporada-en-una-de-las-cinco-grandes-share-7473447921779392512-e7RG/?highlightedUpdateUrn=urn%3Ali%3Aactivity%3A7474098756636917760&origin=SOCIAL_SHARE&utm_source=share&utm_medium=member_desktop&rcm=ACoAADKOKmABJqp1SyO8Z3JuVg8xD5xqFvSEKv0,23_ecuatorianos-big5_minutos-europa.png,outputs/figures/23_ecuatorianos-big5_minutos-europa.png,Eddie Bryan Tomalá Figueroa,"Una sola temporada en una de las cinco grandes ligas de fútbol europeo —la Premier League, La Liga, la Serie A, la Bundesliga y la Ligue 1— puede marcar la diferencia entre una carrera prometedora y una consolidada en la élite del fútbol mundial.

Para los futbolistas ecuatorianos, esas oportunidades fueron históricamente escasas, pero hoy son mucho más frecuentes. Los minutos acumulados por jugadores como Moisés Caicedo, Piero Hincapié, Pervis Estupiñán y Willian Pacho reflejan el crecimiento sin precedentes de la presencia ecuatoriana en la cima del fútbol europeo.

Entre las temporadas 2021/22 y 2025/26:
• Los minutos disputados por futbolistas ecuatorianos en las cinco grandes ligas aumentaron en 112,9%.
• El total de minutos pasó de 4,0 mil en 2021/22 a un máximo de 12,2 mil en 2022/23.
• El número de ecuatorianos con participación en estas ligas aumentó de 3 a 7 jugadores.
• Cuatro futbolistas —Moisés Caicedo, Piero Hincapié, Pervis Estupiñán y Willian Pacho— acumularon más de 7 mil minutos cada uno durante el período analizado.

Ecuador cada vez gana más confianza en la élite europea.

Sí se puede, Tricolor. 🇪🇨",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_fbref_ecuatorianos_big5.R,23,published,,
"A medida que crecen, menos niños viven en el hogar con su padre","Porcentaje de niñas, niños y adolescentes cuyo padre vive en el hogar, por grupo de edad, ENSANUT 2018",2026-06-21,https://www.linkedin.com/feed/update/urn:li:activity:7474528191605301249,24_menores-padre-hogar-ecuador.png,outputs/figures/24_menores-padre-hogar-ecuador.png,Alonso Quijano-Ruiz,"En los primeros años de vida, por diversos motivos y circunstancias, alrededor del 30% de los niños y niñas del Ecuador crecen sin estar acompañados de su padre en el hogar. Los datos de la ENSANUT 2018 muestran que cerca del 73% de los niños de 1 a 5 años viven con su padre.

A medida que crecen, aumenta la probabilidad de que vivan sin la presencia del padre en el hogar: entre los adolescentes de 16 a 18 años, este porcentaje se reduce al 57%. En este Día del Padre, reconocemos el valor del acompañamiento paterno y de todas las personas que contribuyen al bienestar y desarrollo de niños, niñas y adolescentes. 💙",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_ensanut_menores_padre_hogar.R,24,published,,
Uno de cada tres ecuatorianos preferiría no tener a un homosexual como vecino,"Porcentaje de hombres y mujeres que preferirían no tener a un homosexual como vecino, WVS Ecuador 2013 y 2018",2026-06-23,https://www.linkedin.com/company/elquantificador/,25_homosexualidad-vecinos-ecuador.png,outputs/figures/25_homosexualidad-vecinos-ecuador.png,Alonso Quijano-Ruiz,"🏳🌈 En la Semana del Orgullo, compartimos datos sobre cómo han evolucionado las actitudes hacia la diversidad sexual en Ecuador.

Según la World Values Survey, en 2018 alrededor de uno de cada tres ecuatorianos preferiría no tener a una persona homosexual como vecino. Entre 2013 y 2018, esta actitud disminuyó, especialmente entre las mujeres, donde pasó de 40% a 28%. Entre los hombres, la reducción fue más moderada, de 37% a 35%.

Los datos sugieren avances en la aceptación social, aunque una proporción importante de la población todavía expresa actitudes de exclusión hacia las personas LGBTQ+.

🏆 Además, te recordamos que el concurso Ecuador Quantificado 2026 cierra este 27 de junio. Si te apasionan los datos y quieres contar historias sobre la realidad ecuatoriana mediante visualizaciones, aún estás a tiempo de participar por una de las tres becas de DataCamp.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_wvs_homosexualidad_vecinos.R,25,published,,
La mayoría de ecuatorianos discrepa con que las parejas homosexuales sean tan buenos padres,"Respuesta a la afirmación ""Las parejas homosexuales son tan buenos padres como otras parejas"", WVS Ecuador 2018",2026-06-25,https://www.linkedin.com/feed/update/urn:li:activity:7475909355037659137,26_homoparentalidad-opinion-ecuador.png,outputs/figures/26_homoparentalidad-opinion-ecuador.png,Alonso Quijano-Ruiz,"🏳🌈 En la Semana del Orgullo, compartimos datos sobre las actitudes de los ecuatorianos hacia las familias diversas.

Según la World Values Survey de 2018, el 44% de los ecuatorianos estaba en desacuerdo con la afirmación de que las parejas homosexuales son tan buenos padres como otras parejas. En contraste, el 29% se mostró de acuerdo, mientras que un 19% se declaró indiferente y un 9% no tuvo una posición definida.

Los datos reflejan que, aunque existe una proporción importante de ecuatorianos que respalda la igualdad de las familias homoparentales, las opiniones contrarias seguían siendo predominantes en el país en 2018.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_wvs_homosexualidad_padres.R,26,published,,
La aceptación paterna es la más difícil de conseguir para la población LGBTI+,"Aceptación de la orientación sexual o identidad de género, por tipo de relación, ENCV LGBTI+ 2025",2026-06-26,https://github.com/aquijanoruiz/LGBTI/blob/main/scripts/tabulados.R,27_a_aceptacion-orientacion-identidad-lgbti-ecuador.png,outputs/figures/27_a_aceptacion-orientacion-identidad-lgbti-ecuador.png,Alonso Quijano-Ruiz,"La aceptación de la orientación sexual o identidad de género no se distribuye igual entre los círculos cercanos. Los resultados de la ENCV LGBTI+ 2025 muestran niveles muy altos de aceptación total entre amigas/os y hermanas/os, mientras que entre madre y padre aumenta el peso de la aceptación parcial y del rechazo total. El gráfico resume estas diferencias con proporciones ponderadas por el factor de expansión de la encuesta.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_lgbti_aceptacion_orientacion_identidad.R,27_a,published,,
Los padres son quienes menos saben sobre la identidad LGBTI+ de sus hijos,"Porcentaje que conoce la orientación sexual o identidad de género, por tipo de relación, Ecuador, ENCV LGBTI+ 2025",2026-06-26,https://www.linkedin.com/feed/update/urn:li:activity:7476620393395625984,27_b_quienes-conocen-orientacion-identidad-lgbti-ecuador.png,outputs/figures/27_b_quienes-conocen-orientacion-identidad-lgbti-ecuador.png,Alonso Quijano-Ruiz,"Los datos de la ENCV LGBTI+ 2025 revelan que los padres son quienes menos conocen la orientación sexual o identidad de género de sus hijos LGBTI+. El gráfico muestra el porcentaje de personas en cada tipo de relación que conocen esta información, con proporciones ponderadas por el factor de expansión de la encuesta.",https://github.com/elquantificador/graficos-el-quantificador/blob/main/scripts/plots/plot_lgbti_conocen_orientacion_identidad.R,27_b,published,,
